Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,DEFAULT
20000,60,0.1092,68000.0,672,Debt Consolidation,OWN,MA,Small Business,2019,10,0
32000,60,0.2078,70000.0,682,Debt Consolidation,MORTGAGE,MI,Others,2019,16,0
20000,60,3.61,175000.0,690,other,rent,CA,Others,2019,5 years,0
15950,60,0.1413,48500.0,697,Debt Consolidation,RENT,TX,Unknown,2020,4,0
25525,60,0.1098,110000.0,672,Debt Consolidation,RENT,DE,,2019,0,0
10000,60,0.1078,50000.0,672,Debt Consolidation,RENT,CA,,2019,0,0
19000,36,0.2185,135000.0,692,Other,MORTGAGE,KY,Sales,2018,10,0
15000,60,13.72,72000.0,660,credit_card,mortgage,NC,,2019,,0
21275,60,0.2403,40000.0,662,Credit Card Refinancing,OWN,ND,Office,2019,10,1
10000,60,0.2514,60000.0,712,Debt Consolidation,RENT,CA,,2018,,0
17000,60,0.1398,46000.0,667,Credit Card Refinancing,MORTGAGE,IL,,2018,,0
3000,36,0.08,210000.0,672,Debt Consolidation,MORTGAGE,MD,Others,2018,2,0
8725,36,0.3472,70000.0,717,Debt Consolidation,RENT,NJ,Unknown,2019,9,0
3175,36,0.2179,20000.0,672,Debt Consolidation,RENT,TX,Office,2019,1,0
4000,36,10.27,66000.0,655,credit_card,own,FL,,2019,,1
14250,60,0.1857,36000.0,692,Debt Consolidation,MORTGAGE,OH,Sales,2019,9,0
10000,36,8.62,72000.0,680,debt_consolidation,rent,TX,,2018,< 1 year,0
15000,36,0.275,95000.0,692,Debt Consolidation,MORTGAGE,WA,Small Business,2019,14,0
10500,36,0.366,52000.0,697,Credit Card Refinancing,OWN,MI,Sales,2019,6,0
21275,36,0.0962,100000.0,687,Credit Card Refinancing,OWN,FL,Office,2019,10,0
11900,60,0.3353,34000.0,712,Debt Consolidation,RENT,CA,Others,2018,7,1
20000,60,0.1529,195000.0,682,Other,MORTGAGE,CA,Others,2019,5,0
22975,60,0.2234,116000.0,717,Debt Consolidation,MORTGAGE,GA,Skilled Labor,2019,9,0
21000,36,0.1919,100000.0,662,Debt Consolidation,OWN,NV,IT/Engineering,2019,1,0
12750,36,0.3648,50000.0,777,Debt Consolidation,MORTGAGE,FL,Health care,2020,7,0
14100,36,0.2052,62000.0,687,Other Major Purchase,OWN,TX,Driver/Transportation,2019,17,0
30000,36,30.3,95000.0,685,debt_consolidation,mortgage,FL,Legal/Government/Police,2019,< 1 year,0
40000,60,14.52,100000.0,735,debt_consolidation,own,CA,Driver/Transportation,2020,10+ years,0
24000,60,0.2509,157275.0,792,Home Improvement,MORTGAGE,AR,Office,2019,8,0
32000,36,6.4,600000.0,690,other,mortgage,CA,Sales,2020,10+ years,0
22000,36,18.74,70000.0,780,debt_consolidation,rent,CA,,2020,< 1 year,0
21275,60,0.2912,83000.0,717,Debt Consolidation,RENT,MA,Office,2019,1,0
31125,60,0.3669,116600.0,707,Credit Card Refinancing,MORTGAGE,OK,Others,2019,4,0
10000,60,8.43,40000.0,730,other,rent,OH,Others,2019,10+ years,0
20125,60,0.3315,45760.0,677,Debt Consolidation,RENT,AZ,,2018,,0
15000,36,0.1652,60000.0,687,Credit Card Refinancing,RENT,MA,Customer Service,2018,2,1
7000,36,0.1829,61000.0,702,Moving or Relocation,RENT,NC,,2020,,0
25000,36,0.3765,80000.0,687,Debt Consolidation,MORTGAGE,AR,Driver/Transportation,2018,0,0
10050,36,20.33,378000.0,675,credit_card,rent,CA,Others,2018,2 years,1
5000,36,0.0575,85000.0,667,Home Purchase,MORTGAGE,NJ,Health care,2019,6,0
19500,36,0.1568,48000.0,662,Debt Consolidation,RENT,UT,Food/Hospitality,2019,10,0
12800,36,0.2776,70000.0,712,Credit Card Refinancing,MORTGAGE,VT,Office,2019,2,0
24000,60,0.2459,90000.0,672,Debt Consolidation,RENT,NC,Office,2019,0,0
12000,36,13.59,40000.0,680,debt_consolidation,rent,CA,Travel,2020,3 years,0
10000,60,0.228,30000.0,677,Debt Consolidation,MORTGAGE,OH,Health care,2018,3,0
24000,60,0.3533,73596.0,687,Debt Consolidation,MORTGAGE,SC,,2019,0,0
8000,36,0.1792,158000.0,677,Other,RENT,IN,Driver/Transportation,2018,3,0
5300,36,0.1446,41250.0,662,Debt Consolidation,RENT,IL,Sales,2019,2,1
11100,60,0.3173,36000.0,662,Debt Consolidation,RENT,OR,Construction/Labor,2019,1,0
19000,36,0.1813,182000.0,757,Credit Card Refinancing,MORTGAGE,FL,Health care,2018,2,0
15000,36,0.0569,155000.0,702,Credit Card Refinancing,MORTGAGE,TX,Others,2018,1,0
8000,36,0.2167,35000.0,667,Debt Consolidation,RENT,CA,Office,2019,1,0
40000,60,0.2738,205000.0,742,Credit Card Refinancing,MORTGAGE,UT,Others,2019,15,0
15175,60,17.09,37000.0,680,debt_consolidation,rent,GA,,2019,,0
5000,36,0.39899999999999997,14916.0,727,Debt Consolidation,OWN,FL,,2019,0,0
3050,36,0.055,43674.0,677,Debt Consolidation,MORTGAGE,CA,Office,2020,5,0
40000,60,0.1186,62644.0,752,Debt Consolidation,MORTGAGE,FL,,2019,,0
18000,60,0.2633,70000.0,682,Credit Card Refinancing,OWN,FL,Office,2019,3,1
9675,36,0.3893,42000.0,672,Debt Consolidation,MORTGAGE,OH,Office,2019,2,0
31950,36,0.2169,265000.0,707,Credit Card Refinancing,RENT,CA,Sales,2019,1,0
11700,36,12.49,180000.0,690,debt_consolidation,mortgage,AZ,Construction/Labor,2019,7 years,0
40000,36,0.07,329100.0,702,Credit Card Refinancing,OWN,CA,Small Business,2019,11,0
16000,36,22.87,78500.0,685,credit_card,mortgage,MD,Health care,2019,9 years,1
4000,36,0.31,30000.0,702,Debt Consolidation,RENT,TX,Office,2019,1,0
30000,36,16.69,98000.0,710,credit_card,mortgage,TX,Office,2019,< 1 year,0
20000,36,0.1433,90000.0,682,Credit Card Refinancing,RENT,VA,Real Estate,2019,0,0
25000,36,12.12,100000.0,715,debt_consolidation,rent,CA,,2019,,0
12000,60,0.2475,170000.0,677,Debt Consolidation,MORTGAGE,OH,Office,2018,6,0
6500,60,0.10800000000000001,52000.0,662,Debt Consolidation,RENT,MA,Construction/Labor,2020,10,0
13600,36,0.1151,76000.0,667,Debt Consolidation,RENT,NY,Office,2019,1,0
15000,36,0.1115,120000.0,692,Other,MORTGAGE,CA,,2020,< 1 year,0
11700,36,0.1632,108000.0,667,Debt Consolidation,MORTGAGE,MN,Customer Service,2020,3,0
11200,36,0.1043,83000.0,677,Credit Card Refinancing,RENT,CA,Legal/Government/Police,2018,10,0
40000,36,0.12300000000000001,619000.0,722,Debt Consolidation,MORTGAGE,FL,Others,2019,4,0
6000,36,9.13,28000.0,700,debt_consolidation,own,FL,,2020,1 year,0
7500,36,0.1448,32500.0,672,Credit Card Refinancing,MORTGAGE,OK,,2020,,0
9000,36,0.1818,78500.0,757,Home Improvement,MORTGAGE,CO,Others,2018,10,0
8000,36,0.3865,19776.0,682,Debt Consolidation,MORTGAGE,TN,Driver/Transportation,2019,1,0
10200,60,0.3653,25000.0,702,Debt Consolidation,RENT,AL,Sales,2020,1,1
35000,60,0.0268,65000.0,672,Home Improvement,MORTGAGE,CA,Food/Hospitality,2019,3,0
21500,60,0.2652,120000.0,682,Credit Card Refinancing,MORTGAGE,PA,Customer Service,2019,1,1
15000,60,8.48,78000.0,680,credit_card,rent,OH,Unknown,2019,9 years,0
40000,60,0.2646,101000.0,712,Other,MORTGAGE,PA,,2019,,0
20000,36,5.95,106000.0,665,debt_consolidation,rent,VA,Office,2018,10+ years,0
18000,36,0.0819,108000.0,682,Debt Consolidation,MORTGAGE,PA,Education,2018,10,0
27000,60,0.2633,96000.0,732,Debt Consolidation,MORTGAGE,CA,Sales,2018,19,1
40000,36,0.2385,97000.0,667,Debt Consolidation,OWN,NV,Unknown,2019,4,0
13000,60,0.0805,66500.0,662,Debt Consolidation,RENT,IN,Others,2019,14,0
26575,60,0.0767,94000.0,682,Debt Consolidation,RENT,CA,Office,2019,0,1
17500,60,0.27899999999999997,100000.0,712,Credit Card Refinancing,MORTGAGE,WI,IT/Engineering,2019,10,0
20000,36,0.2527,65000.0,682,Home Improvement,OWN,CA,Office,2019,0,0
12000,36,9.89,100000.0,655,debt_consolidation,rent,CA,Health care,2019,3 years,0
22000,36,13.31,218000.0,750,debt_consolidation,mortgage,NC,Sales,2018,10+ years,0
2500,36,0.0647,82000.0,717,Other,MORTGAGE,CT,Health care,2018,1,0
24000,36,28.62,38000.0,700,credit_card,mortgage,AL,Health care,2019,10+ years,1
13825,36,0.3639,59000.0,662,Debt Consolidation,RENT,OH,Sales,2020,0,0
10000,36,0.1111,33600.0,717,Debt Consolidation,RENT,TX,,2018,,0
40000,60,0.2576,93600.0,757,Debt Consolidation,MORTGAGE,IL,Office,2020,4,0
20000,60,0.3806,65000.0,747,Debt Consolidation,MORTGAGE,WA,Travel,2019,9,0
14875,60,0.2123,114000.0,717,Credit Card Refinancing,RENT,AZ,Education,2019,4,0
11900,36,0.1644,57360.0,662,Credit Card Refinancing,RENT,AK,Customer Service,2020,2,0
12000,60,0.0701,90000.0,672,Debt Consolidation,MORTGAGE,MA,,2019,< 1 year,0
11475,36,0.2571,50000.0,672,Debt Consolidation,RENT,CA,Construction/Labor,2019,1,0
3000,36,0.0465,205000.0,662,Credit Card Refinancing,OWN,NY,Office,2018,5,0
36000,60,0.1001,125000.0,692,Debt Consolidation,MORTGAGE,GA,Education,2019,16,0
10000,36,0.135,120000.0,672,Medical Expenses,RENT,FL,Legal/Government/Police,2019,3,0
10000,36,0.2936,30000.0,672,Debt Consolidation,MORTGAGE,SC,,2019,< 1 year,0
15000,60,0.1213,65000.0,662,Credit Card Refinancing,RENT,CA,Office,2019,5,0
25000,60,0.2043,47000.0,727,Debt Consolidation,MORTGAGE,FL,Others,2019,6,0
9000,36,0.0918,60000.0,662,Debt Consolidation,MORTGAGE,CT,,2018,0,0
5000,36,0.1422,40000.0,667,Debt Consolidation,RENT,CA,Driver/Transportation,2020,6,0
12625,36,0.0974,200000.0,757,Credit Card Refinancing,OWN,PA,Others,2020,1,0
35000,60,0.1987,102000.0,692,Debt Consolidation,RENT,CA,Others,2019,9,0
13825,60,0.1815,50000.0,717,Debt Consolidation,MORTGAGE,GA,Legal/Government/Police,2019,3,0
16000,36,0.1458,88500.0,682,Other,RENT,IN,,2018,< 1 year,0
37225,60,0.0699,145000.0,712,Debt Consolidation,OWN,CA,Others,2019,27,0
14000,60,0.0303,55000.0,717,Credit Card Refinancing,OWN,NM,,2019,< 1 year,0
26800,36,0.363,41000.0,712,Debt Consolidation,OWN,TX,Others,2019,2,0
15000,60,0.2962,90000.0,662,Other Major Purchase,MORTGAGE,SC,,2019,,0
10000,36,0.1032,112000.0,687,Vehicle Purchase,RENT,NC,Skilled Labor,2020,0,0
20000,60,0.2166,100000.0,677,Debt Consolidation,RENT,UT,Driver/Transportation,2019,0,1
19000,60,0.247,75000.0,767,Debt Consolidation,MORTGAGE,OH,Construction/Labor,2019,9,0
6375,36,0.3661,139000.0,717,Other Major Purchase,MORTGAGE,FL,,2020,,0
35000,60,0.131,155602.0,787,Debt Consolidation,MORTGAGE,NM,Education,2019,2,0
34950,60,0.23600000000000002,83000.0,697,Home Purchase,RENT,NJ,Skilled Labor,2019,10,1
19200,60,0.2026,92300.0,702,Debt Consolidation,RENT,NY,Education,2019,10,0
21275,60,0.1787,200000.0,707,Vacation,MORTGAGE,CA,Health care,2019,0,0
5000,36,0.297,36000.0,672,Credit Card Refinancing,RENT,TX,Driver/Transportation,2019,5,0
20000,60,0.2611,45000.0,687,Debt Consolidation,RENT,PA,Skilled Labor,2019,6,0
40000,36,0.0931,225000.0,742,Debt Consolidation,MORTGAGE,MD,Others,2019,9,1
31900,36,0.1732,120000.0,677,Debt Consolidation,OWN,NV,Small Business,2019,10,1
30000,60,0.2427,98000.0,682,Debt Consolidation,MORTGAGE,NJ,Others,2019,10,0
24000,60,16.78,115000.0,730,credit_card,mortgage,PA,,2019,2 years,0
20000,36,0.2241,90000.0,672,Debt Consolidation,RENT,IL,Office,2019,0,0
40000,36,0.215,350000.0,682,Debt Consolidation,MORTGAGE,OH,Health care,2019,1,0
3000,36,0.1726,42000.0,697,Debt Consolidation,MORTGAGE,CA,Office,2018,9,0
30000,60,0.2012,90000.0,662,Debt Consolidation,RENT,WA,Skilled Labor,2020,8,0
15000,36,0.2312,60000.0,677,Debt Consolidation,RENT,PA,Health care,2020,2,0
12000,36,0.125,82000.0,662,Debt Consolidation,RENT,NJ,Skilled Labor,2019,12,1
40000,36,0.1825,150000.0,687,Credit Card Refinancing,RENT,CO,,2019,< 1 year,1
15500,60,0.2107,35090.0,707,Debt Consolidation,MORTGAGE,MO,Customer Service,2019,7,0
25000,60,0.1286,136000.0,677,Debt Consolidation,RENT,RI,Real Estate,2019,4,0
12000,60,14.4,90000.0,605,other,mortgage,DC,Office,2018,< 1 year,0
10000,60,0.1332,45760.0,692,Other,RENT,AZ,,2018,,0
21000,60,0.1631,90000.0,667,Debt Consolidation,MORTGAGE,MD,IT/Engineering,2019,11,0
10000,60,0.0222,95000.0,727,Debt Consolidation,RENT,NY,IT/Engineering,2018,10,1
15000,36,0.254,50000.0,677,Debt Consolidation,RENT,NV,Sales,2020,5,1
5750,36,0.1508,109872.0,677,Debt Consolidation,RENT,CA,,2019,,0
18000,36,0.0774,56000.0,672,Credit Card Refinancing,RENT,CO,Office,2020,0,0
10400,60,4.56,83000.0,705,credit_card,mortgage,OH,Skilled Labor,2020,2 years,0
35000,36,0.89,150000.0,700,house,rent,FL,Others,2018,3 years,0
30000,60,0.2936,113733.0,722,Debt Consolidation,RENT,TX,IT/Engineering,2019,0,1
12000,36,0.3607,68000.0,682,Credit Card Refinancing,RENT,FL,Health care,2019,12,0
32000,60,0.0878,150000.0,722,Debt Consolidation,MORTGAGE,WA,IT/Engineering,2019,9,1
40000,36,9.08,420000.0,695,house,mortgage,NJ,,2020,< 1 year,1
10000,36,0.1088,86000.0,672,Debt Consolidation,MORTGAGE,MD,Driver/Transportation,2019,5,1
9000,60,0.1872,110000.0,717,Other,MORTGAGE,CA,Unknown,2019,4,0
11200,36,0.2123,70000.0,662,Debt Consolidation,RENT,AL,Skilled Labor,2019,3,0
6500,60,0.2602,16296.0,712,Debt Consolidation,RENT,MA,,2019,0,0
23200,36,0.3604,145000.0,722,Credit Card Refinancing,MORTGAGE,WA,Education,2019,4,0
6000,36,20.23,49000.0,675,home_improvement,mortgage,TN,Education,2019,1 year,0
4900,36,0.3184,60000.0,712,Other,RENT,TX,,2019,,0
6000,36,0.0805,48000.0,667,Debt Consolidation,RENT,NY,Customer Service,2018,4,0
40000,36,0.1162,144000.0,707,Debt Consolidation,MORTGAGE,CA,,2019,,0
36000,36,0.2121,237600.0,667,Debt Consolidation,OWN,GA,,2019,< 1 year,1
13000,36,0.145,97000.0,677,Credit Card Refinancing,MORTGAGE,MA,Others,2019,0,0
10000,60,0.2343,98000.0,687,Credit Card Refinancing,MORTGAGE,TX,Legal/Government/Police,2019,2,0
34025,60,0.3325,101500.0,742,Debt Consolidation,MORTGAGE,TX,,2019,0,1
10200,36,0.1395,48000.0,662,Debt Consolidation,OWN,NV,,2020,,0
30000,60,0.1351,129000.0,672,Debt Consolidation,MORTGAGE,FL,Office,2019,10,0
28000,60,13.88,135000.0,725,debt_consolidation,rent,WI,Others,2019,10+ years,0
20000,60,0.1575,114500.0,712,Debt Consolidation,RENT,TX,Office,2020,3,0
18000,36,0.1298,55000.0,672,Debt Consolidation,MORTGAGE,NC,Office,2019,13,0
35500,36,0.2562,120000.0,717,Debt Consolidation,MORTGAGE,NY,,2019,,0
6375,36,0.0236,128000.0,667,Debt Consolidation,MORTGAGE,NJ,IT/Engineering,2019,10,0
35000,36,0.0144,245000.0,672,Home Improvement,MORTGAGE,CA,Others,2019,0,0
22000,60,0.1597,42000.0,682,Credit Card Refinancing,MORTGAGE,MI,Skilled Labor,2019,4,0
19200,36,0.1483,125000.0,707,Business,MORTGAGE,MA,Office,2019,9,0
3000,36,0.0857,105000.0,717,Home Improvement,MORTGAGE,SC,Skilled Labor,2018,5,0
10000,60,9.36,66000.0,655,credit_card,mortgage,AZ,,2020,< 1 year,0
8000,60,0.1543,105000.0,672,Debt Consolidation,OWN,FL,,2019,< 1 year,0
3200,36,0.2259,58000.0,682,Debt Consolidation,RENT,MI,Office,2019,6,0
15400,60,0.156,300000.0,682,Home Improvement,MORTGAGE,GA,Sales,2019,5,0
33000,60,0.3223,148000.0,727,Other,MORTGAGE,NC,Skilled Labor,2019,14,1
21700,36,20.99,170000.0,665,credit_card,mortgage,CA,Others,2019,10+ years,0
28000,60,14.53,85000.0,720,credit_card,mortgage,GA,,2018,< 1 year,0
20000,36,0.2084,79000.0,697,Debt Consolidation,RENT,IL,Legal/Government/Police,2019,10,1
35000,60,0.235,91107.8,687,Debt Consolidation,RENT,CT,Others,2018,10,0
16300,60,0.3252,60000.0,707,Debt Consolidation,RENT,FL,Skilled Labor,2018,10,0
18000,36,0.2064,82000.0,712,Credit Card Refinancing,RENT,MA,Construction/Labor,2019,3,0
10000,60,0.1503,65000.0,702,Debt Consolidation,RENT,MA,Customer Service,2019,10,0
11975,60,0.0825,150000.0,677,Business,OWN,NH,Small Business,2019,10,0
19125,36,0.1017,200000.0,662,Debt Consolidation,RENT,MI,Others,2019,9,0
16000,60,0.1583,80000.0,757,Debt Consolidation,MORTGAGE,GA,Skilled Labor,2019,3,0
10000,36,27.16,95000.0,685,debt_consolidation,mortgage,PA,Driver/Transportation,2018,10+ years,0
13000,60,0.1333,40000.0,692,Debt Consolidation,OWN,NE,,2018,,0
21275,60,11.28,95000.0,780,debt_consolidation,mortgage,NC,Others,2019,10+ years,0
6650,36,17.94,120000.0,515,debt_consolidation,rent,IN,Driver/Transportation,2018,3 years,0
40000,36,0.0959,130000.0,662,Credit Card Refinancing,RENT,CA,,2019,< 1 year,0
40000,36,0.2743,110000.0,697,Debt Consolidation,MORTGAGE,GA,Sales,2019,1,1
15000,36,0.22399999999999998,80000.0,682,Debt Consolidation,MORTGAGE,CA,Health care,2020,0,0
12000,60,0.2454,42000.0,662,Debt Consolidation,RENT,TX,Others,2019,6,0
20000,36,0.2738,86000.0,742,Home Improvement,MORTGAGE,MO,Skilled Labor,2018,0,0
25600,60,0.3625,71000.0,722,Debt Consolidation,RENT,TX,Office,2019,6,0
3000,36,0.1901,65000.0,662,Other,RENT,FL,Skilled Labor,2019,2,0
15000,36,18.23,178000.0,675,credit_card,mortgage,CA,Sales,2019,< 1 year,0
20000,60,0.1354,130000.0,717,Business,OWN,NC,,2019,< 1 year,0
10000,36,0.0533,52000.0,722,Business,MORTGAGE,IL,,2019,< 1 year,0
20000,36,0.3123,75000.0,667,Debt Consolidation,MORTGAGE,FL,Education,2018,16,1
10625,36,0.0504,75000.0,682,Credit Card Refinancing,RENT,CA,Construction/Labor,2019,3,0
6600,36,0.2493,40000.0,717,Other,MORTGAGE,TN,,2019,< 1 year,0
18000,36,0.0494,93000.0,687,Debt Consolidation,RENT,MN,Sales,2020,11,0
35000,36,0.1454,79000.0,677,Debt Consolidation,OWN,CO,Sales,2018,10,0
20000,36,1.24,265000.0,765,major_purchase,rent,CA,,2020,< 1 year,0
35000,60,0.1254,236000.0,697,Credit Card Refinancing,RENT,PA,Others,2019,19,0
20000,36,0.0349,96000.0,732,Debt Consolidation,RENT,NY,,2019,< 1 year,1
20000,36,0.18100000000000002,60000.0,687,Debt Consolidation,RENT,SC,Customer Service,2019,2,1
10000,36,0.052000000000000005,75000.0,682,Credit Card Refinancing,OWN,NC,,2019,< 1 year,0
35000,60,0.20800000000000002,157000.0,702,Debt Consolidation,MORTGAGE,OH,Office,2018,5,1
20825,36,0.3686,42000.0,727,Debt Consolidation,OWN,NC,Office,2019,10,0
24000,60,0.1759,137000.0,702,Debt Consolidation,MORTGAGE,NJ,IT/Engineering,2019,23,0
14700,36,0.2066,60000.0,702,Debt Consolidation,MORTGAGE,MI,Health care,2018,3,0
35000,36,0.3562,95000.0,797,Debt Consolidation,RENT,AZ,Sales,2018,10,0
30000,36,0.3057,110000.0,682,Debt Consolidation,RENT,CA,Others,2020,0,0
15000,60,0.3128,36000.0,677,Debt Consolidation,RENT,CT,Driver/Transportation,2020,3,0
25525,36,0.2554,95000.0,742,Debt Consolidation,OWN,TX,Food/Hospitality,2019,5,1
18000,36,0.1809,70000.0,692,Credit Card Refinancing,MORTGAGE,NM,Others,2018,8,0
7000,36,0.0817,56000.0,667,Credit Card Refinancing,MORTGAGE,MI,Health care,2018,3,0
10000,36,35.77,80000.0,555,debt_consolidation,rent,CA,Others,2019,10+ years,0
29350,60,23.42,200000.0,705,debt_consolidation,mortgage,VA,Health care,2020,10+ years,0
10000,36,0.3236,57000.0,682,Debt Consolidation,RENT,PA,Office,2020,6,0
7000,36,0.2451,45000.0,667,Debt Consolidation,RENT,CO,Food/Hospitality,2018,1,0
30000,36,0.1338,97000.0,682,Debt Consolidation,RENT,CA,Office,2019,7,0
20000,60,0.0991,54600.0,677,Home Improvement,MORTGAGE,TX,Others,2019,2,0
10000,36,0.1152,30000.0,697,Debt Consolidation,RENT,NY,,2020,,0
35100,60,0.162,100000.0,682,Business,RENT,NJ,Others,2019,8,1
2000,36,10.91,55000.0,500,debt_consolidation,rent,CA,,2018,< 1 year,0
35000,60,0.1898,147000.0,702,Credit Card Refinancing,OWN,NY,Education,2019,10,0
30000,60,0.2442,77700.0,752,Debt Consolidation,OWN,TX,Others,2020,18,1
13600,60,19.86,86000.0,655,credit_card,mortgage,TX,Travel,2020,7 years,0
20000,36,0.0225,120000.0,667,Home Improvement,MORTGAGE,CO,Customer Service,2019,8,0
6000,36,0.1559,91000.0,662,Debt Consolidation,RENT,VA,Others,2019,2,1
14400,36,25.54,70000.0,760,debt_consolidation,rent,CA,Customer Service,2019,3 years,0
35000,36,0.2102,162000.0,692,Debt Consolidation,MORTGAGE,PA,Office,2019,11,0
15000,36,0.017,290000.0,667,Credit Card Refinancing,MORTGAGE,NY,IT/Engineering,2018,2,0
15000,36,0.2906,90000.0,667,Debt Consolidation,RENT,FL,Office,2018,5,1
26100,36,0.3127,162000.0,707,Debt Consolidation,MORTGAGE,WA,Others,2019,3,0
37000,60,0.1422,340000.0,662,Debt Consolidation,MORTGAGE,CA,Sales,2019,2,1
5300,36,22.28,110000.0,675,car,rent,CA,Driver/Transportation,2019,10+ years,0
32500,60,0.0604,65000.0,727,Debt Consolidation,RENT,CA,Skilled Labor,2019,1,0
10000,60,0.1792,60000.0,677,Credit Card Refinancing,MORTGAGE,OH,Skilled Labor,2019,17,0
12750,60,0.2674,122480.0,712,Credit Card Refinancing,MORTGAGE,WA,Office,2020,2,0
10000,60,0.1416,72800.0,697,Debt Consolidation,RENT,TX,Driver/Transportation,2019,1,0
35000,60,0.1222,180000.0,677,Home Improvement,MORTGAGE,PA,IT/Engineering,2019,14,0
12000,36,0.1475,101954.0,707,Debt Consolidation,RENT,OR,Skilled Labor,2019,8,0
20000,36,9.99,125000.0,685,debt_consolidation,mortgage,MO,Office,2018,< 1 year,0
30000,36,0.2721,175000.0,662,Debt Consolidation,MORTGAGE,KS,,2020,< 1 year,0
3400,36,11.9,36000.0,665,other,mortgage,MD,,2020,,0
30000,60,0.2248,75000.0,697,Credit Card Refinancing,MORTGAGE,MN,Others,2019,10,0
30000,60,0.1494,120000.0,737,Debt Consolidation,MORTGAGE,GA,,2020,< 1 year,0
8825,36,0.2416,32000.0,697,Debt Consolidation,OWN,TX,,2019,,0
40000,60,0.2121,146000.0,752,Other,OWN,FL,Office,2019,< 1 year,0
12000,60,0.2499,50000.0,732,Debt Consolidation,MORTGAGE,MN,Office,2019,0,0
28000,60,0.2819,150000.0,662,Credit Card Refinancing,MORTGAGE,AZ,Driver/Transportation,2019,6,0
14000,36,0.0533,59000.0,662,Credit Card Refinancing,OWN,CO,Health care,2018,4,0
16500,60,0.1755,90000.0,727,Credit Card Refinancing,OWN,TX,Construction/Labor,2019,2,0
10000,60,0.0892,77500.0,677,Debt Consolidation,RENT,MD,Health care,2019,2,1
9000,36,0.2325,130000.0,782,Home Improvement,MORTGAGE,FL,Customer Service,2018,4,0
40000,36,0.2241,218000.0,692,Debt Consolidation,RENT,WI,Office,2019,2,0
31200,60,24.52,101000.0,685,credit_card,mortgage,VA,Skilled Labor,2019,2 years,0
6375,36,0.2447,110100.0,672,Moving or Relocation,RENT,TX,Skilled Labor,2020,0,0
6400,36,0.2667,50000.0,672,Debt Consolidation,RENT,NJ,Skilled Labor,2018,10,0
8500,60,0.2212,70000.0,742,Debt Consolidation,MORTGAGE,OH,,2019,< 1 year,0
1500,36,0.2241,42250.0,697,Other,RENT,WA,Sales,2019,3,0
32000,60,0.2774,52038.96,762,Credit Card Refinancing,OWN,LA,,2019,0,0
16000,60,0.297,52000.0,707,Debt Consolidation,RENT,CA,Office,2019,20,0
1200,36,0.2034,40000.0,742,Other,RENT,NJ,Food/Hospitality,2020,1,1
20000,60,0.1831,103496.0,762,Debt Consolidation,RENT,CO,Sales,2018,3,0
7425,36,0.3639,40000.0,722,Home Improvement,MORTGAGE,NC,Office,2019,6,0
10625,60,0.1217,150000.0,702,Medical Expenses,MORTGAGE,FL,Sales,2019,3,0
10000,36,0.2674,47208.0,687,Debt Consolidation,MORTGAGE,IN,Others,2019,4,0
2800,36,0.2001,46000.0,687,Other,MORTGAGE,AL,Others,2020,10,0
3000,36,0.2393,90000.0,682,Other,MORTGAGE,AZ,Health care,2020,7,0
20000,36,0.1745,180000.0,697,Debt Consolidation,MORTGAGE,NC,,2018,< 1 year,0
17875,36,0.1346,75000.0,732,Debt Consolidation,RENT,NY,Others,2019,0,1
13000,36,19.85,80000.0,670,credit_card,mortgage,TX,Skilled Labor,2018,1 year,0
21275,60,0.2152,147000.0,712,Debt Consolidation,MORTGAGE,TX,IT/Engineering,2019,10,0
36000,36,0.1177,150000.0,717,Credit Card Refinancing,MORTGAGE,IN,,2019,< 1 year,0
25525,60,0.1684,225000.0,712,Debt Consolidation,MORTGAGE,TX,Others,2019,2,1
30000,36,0.3015,88000.0,707,Credit Card Refinancing,MORTGAGE,MI,Health care,2018,10,0
21275,36,0.3153,125000.0,717,Other,RENT,NJ,Others,2019,10,1
6025,36,0.2236,62000.0,672,Other,MORTGAGE,MA,Construction/Labor,2018,10,0
21000,60,0.293,77000.0,677,Debt Consolidation,MORTGAGE,NC,Office,2019,0,0
40000,36,0.1212,150000.0,717,Debt Consolidation,MORTGAGE,FL,Others,2019,4,0
9000,36,0.2469,33000.0,697,Debt Consolidation,RENT,FL,Office,2018,0,0
1600,36,0.1206,20000.0,747,Debt Consolidation,RENT,TX,Office,2018,5,0
11700,60,0.2836,78000.0,702,Debt Consolidation,RENT,CA,Others,2019,0,1
40000,36,0.2428,140000.0,752,Debt Consolidation,MORTGAGE,VA,,2019,< 1 year,0
5225,36,0.0723,36000.0,782,Debt Consolidation,MORTGAGE,TN,Office,2019,3,0
5000,36,0.0831,38000.0,727,Debt Consolidation,OWN,OR,Driver/Transportation,2018,5,0
12000,36,0.1804,27000.0,742,Credit Card Refinancing,RENT,GA,,2019,,0
10000,36,0.1224,30000.0,702,Debt Consolidation,MORTGAGE,LA,Office,2018,10,0
2000,36,27.24,60000.0,690,debt_consolidation,own,MD,,2019,< 1 year,0
2500,36,5.4,12000.0,575,credit_card,rent,AZ,,2019,,0
25525,60,0.3242,150000.0,722,Debt Consolidation,MORTGAGE,PA,Legal/Government/Police,2019,10,0
12000,36,0.3205,120000.0,687,Debt Consolidation,MORTGAGE,FL,Sales,2019,11,0
